SITE_ID,SENSOR_SLOT_ID,INSTRUMENT_ID,START_DATETIME,END_DATETIME,INSTALLATION_HEIGHT,INSTANCE,SERIAL_NUMBER,COMMENTS
CHOBH,ETHERNET,ETHERNET_115,2017-06-01 17:30:00,,,3.0,13626,
GLENS,HYGROCLIP,HYGROCLIP_HC2,2017-08-02 14:30:00,2017-09-15 11:30:00,,2.0,61222958,Replaced by JT in response to suspect data.
CRICH,ETHERNET,ETHERNET_116,2017-08-04 09:30:00,2022-05-08 12:00:00,,2.0,4728,Replaced by JT on RM site visit
CRICH,ETHERNET,ETHERNET_115,2014-12-02 15:00:00,2017-08-04 09:30:00,,1.0,13329,
GLENS,MODEM,MODEM_PRO,2017-08-02 14:30:00,2021-09-21 09:00:00,,1.0,867377020460188,
GLENS,LOGGER,LOGGER_CR3000,2017-08-02 14:30:00,2019-08-27 00:00:00,,2.0,9764,Replaced at PPM
BALRD,AWS_ANEM,WIND_ANEM,2017-08-03 10:30:00,2021-09-22 00:00:00,2.6,2.0,144209,Replaced by JT on site visit.
RDMER,ETHERNET,ETHERNET_115,2015-02-10 10:30:00,2018-09-19 08:00:00,,1.0,13473,
RDMER,LOGGER,LOGGER_CR3000,2015-02-10 10:30:00,2018-09-19 08:00:00,,1.0,9476,
RDMER,MODEM,MODEM_PRO,2017-08-03 10:00:00,2018-09-19 08:00:00,,1.0,867377020460428,
TADHM,ETHERNET,ETHERNET_115,2014-10-14 12:00:00,,,1.0,12098,
TADHM,LOGGER,LOGGER_CR3000,2014-10-14 12:00:00,2020-08-26 08:15:00,,1.0,8939,Replaced during PPM
HOLLN,HYGROCLIP,HYGROCLIP_HC2,2017-08-01 14:30:00,2018-12-12 11:00:00,,4.0,61018754,Replaced during CSL PPM
SPENF,MODEM,MODEM_PRO,2017-08-01 10:30:00,2021-05-18 09:00:00,,1.0,867377020460063,
HOLLN,ETHERNET,ETHERNET_115,2014-03-25 12:30:00,2019-05-23 10:00:00,,1.0,12017,
HOLLN,LOGGER,LOGGER_CR3000,2014-03-25 12:30:00,2019-05-23 10:00:00,,1.0,8803,
HOLLN,MODEM,MODEM,2014-03-25 12:30:00,2019-11-05 12:00:00,,1.0,359991030605650,
GLENS,ETHERNET,ETHERNET_115,2017-08-02 14:30:00,,,2.0,11044,
BALRD,ETHERNET,ETHERNET_115,2014-05-15 17:30:00,2022-09-01 00:00:00,,1.0,12019,
BALRD,HYGROCLIP,HYGROCLIP_HC2,2017-08-03 10:30:00,2017-08-21 15:00:00,,2.0,61222978,
BALRD,LOGGER,LOGGER_CR3000,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,8899,Recovered for cal
BALRD,MODEM,MODEM,2014-05-15 17:30:00,2020-11-10 00:00:00,,1.0,359991030625112,Removed by csl for proroute upgrade
CRICH,HYGROCLIP,HYGROCLIP_HC2,2014-12-02 15:00:00,2017-11-07 09:00:00,,1.0,61211923,
CRICH,LOGGER,LOGGER_CR3000,2014-12-02 15:00:00,2017-04-25 12:00:00,,1.0,9766,
CRICH,MODEM,MODEM,2014-12-02 15:00:00,2020-08-12 00:00:00,,1.0,35999103051010157,
ALIC1,PLUVIO,PLUVIO2,2015-03-06 13:30:00,2019-10-10 00:00:00,,1.0,340996,Noisy
ALIC1,CRNS,CRNS_2000,2015-03-06 13:30:00,,,1.0,HI-TC02-2016,
ALIC1,HFP1,HFP01SC,2015-03-06 13:30:00,,,1.0,3662,
ALIC1,HFP2,HFP01SC,2015-03-06 13:30:00,,,1.0,3663,
ALIC1,4CR,NR01,2015-03-06 13:30:00,2020-12-03 00:00:00,,1.0,2125,
ALIC1,IMKO1,IMKO,2015-03-06 13:30:00,2020-01-29 00:00:00,,1.0,36358,
ALIC1,IMKO2,IMKO,2015-03-06 13:30:00,2020-01-29 00:00:00,,1.0,36359,
ALIC1,IMKO3,IMKO,2015-03-06 13:30:00,2020-01-29 00:00:00,,1.0,36360,
ALIC1,STP,STP,2015-03-06 13:30:00,,,1.0,2224,
ALIC1,TDT1,TDT,2015-03-06 13:30:00,,,1.0,6501087,
ALIC1,TDT2,TDT,2015-03-06 13:30:00,2018-12-20 14:00:00,,1.0,6501092,
BALRD,PLUVIO,PLUVIO2,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,340998,Recovered due to fault
BALRD,IMKO2,IMKO,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,35893,Removed at PPM
BALRD,IMKO3,IMKO,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,35894,Removed at PPM
BALRD,IMKO1,IMKO,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,35892,Removed at PPM
BALRD,STP,STP,2014-05-15 17:30:00,,,1.0,2236,
BALRD,4CR,NR01,2014-05-15 17:30:00,2018-07-04 09:30:00,,1.0,2144,
BALRD,TDT2,TDT,2014-05-15 17:30:00,,,1.0,6501130,
BALRD,AWS_ANEM,WIND_ANEM,2014-05-15 17:30:00,2017-08-03 10:30:00,2.6,1.0,140810,
BALRD,CRNS,CRNS_2000,2014-05-15 17:30:00,,,1.0,HI-TC02-2022,
BALRD,HFP1,HFP01SC,2014-05-15 17:30:00,,,1.0,3606,
BALRD,HFP2,HFP01SC,2014-05-15 17:30:00,,,1.0,3607,
BALRD,TDT1,TDT,2014-05-15 17:30:00,,,1.0,6501115,
BALRD,AWS,METPAK,2014-05-15 17:30:00,2019-08-28 00:00:00,,1.0,14040020,Replaced at PPM
BICKL,HFP1,HFP01SC,2015-01-28 17:00:00,2018-08-21 12:00:00,,1.0,3644,
BICKL,HFP2,HFP01SC,2015-01-28 17:00:00,2018-08-21 12:00:00,,1.0,3645,
BICKL,AWS,METPAK,2015-01-28 17:00:00,2020-11-24 00:00:00,,1.0,14040011,Removed by CSL
BICKL,PLUVIO,PLUVIO2,2015-01-28 17:00:00,2019-11-27 00:00:00,,1.0,340999,Faulty
BICKL,IMKO2,IMKO,2015-01-28 17:00:00,2019-09-10 00:00:00,,1.0,36371,Removed at PPM
BICKL,IMKO3,IMKO,2015-01-28 17:00:00,2019-09-10 00:00:00,,1.0,36372,Removed at PPM
BICKL,IMKO1,IMKO,2015-01-28 17:00:00,2019-09-10 00:00:00,,1.0,36370,Removed at PPM
BICKL,STP,STP,2015-01-28 17:00:00,2018-08-21 12:00:00,,1.0,2217,
BICKL,TDT1,TDT,2015-01-28 17:00:00,2018-08-21 11:30:00,,1.0,6501071,
BICKL,TDT2,TDT,2015-01-28 17:00:00,2018-08-21 11:30:00,,1.0,6501060,
BICKL,AWS_ANEM,WIND_ANEM,2015-01-28 17:00:00,2019-02-14 00:00:00,2.6,1.0,140402,
BUNNY,HFP1,HFP01SC,2015-01-27 00:30:00,,,1.0,3650,
BUNNY,HFP2,HFP01SC,2015-01-27 00:30:00,,,1.0,3653,
BUNNY,PLUVIO,PLUVIO2,2015-01-27 00:30:00,2018-08-02 08:00:00,,1.0,342192,
BUNNY,IMKO1,IMKO,2015-01-27 00:30:00,2019-09-11 00:00:00,,1.0,35904,Removed at PPM
BUNNY,IMKO2,IMKO,2015-01-27 00:30:00,2019-09-11 00:00:00,,1.0,35905,Removed at PPM
BUNNY,STP,STP,2015-01-27 00:30:00,,,1.0,2243,
BUNNY,TDT1,TDT,2015-01-27 00:30:00,2018-08-22 10:30:00,,1.0,6501074,
BUNNY,TDT2,TDT,2015-01-27 00:30:00,2018-08-22 10:30:00,,1.0,6501094,
BUNNY,AWS_ANEM,WIND_ANEM,2015-01-27 00:30:00,2017-11-29 10:00:00,2.6,1.0,140322,
BUNNY,AWS,METPAK,2015-01-27 00:30:00,2020-07-17 00:00:00,,1.0,14040010,Swapped by CSL at PPM
CARDT,HFP2,HFP01SC,2015-06-24 10:00:00,2015-08-14 00:00:00,,1.0,3667,
CARDT,4CR,NR01,2015-06-24 10:00:00,2020-07-16 00:00:00,,1.0,2153,Swapped by CSL at PPM
CARDT,PLUVIO,PLUVIO2,2015-06-24 10:00:00,2022-07-14 09:00:00,,1.0,341001,
CARDT,IMKO1,IMKO,2015-06-24 10:00:00,2019-10-22 11:00:00,,1.0,36149,Removed during CSL PPM
CARDT,IMKO3,IMKO,2015-06-24 10:00:00,2019-10-22 11:00:00,,1.0,36151,Removed during CSL PPM
CARDT,STP,STP,2015-06-24 10:00:00,,,1.0,2238,
CARDT,TDT1,TDT,2015-06-24 10:00:00,2022-07-14 09:00:00,,1.0,6501292,
CARDT,AWS_ANEM,WIND_ANEM,2015-06-24 10:00:00,2021-06-01 10:00:00,2.6,1.0,140313,
CARDT,CRNS,CRNS_2000,2015-06-24 10:00:00,,,1.0,HI-TC02-2018,
CARDT,HFP1,HFP01SC,2015-06-24 10:00:00,,,1.0,3666,
CGARW,HFP2,HFP01SC,2016-06-29 11:00:00,,,1.0,4374,
CGARW,HMP,HMP155,2016-06-29 11:00:00,2018-09-14 12:00:00,,1.0,L1320545,
CGARW,STP,STP,2016-06-29 11:00:00,,,1.0,2262,
CGARW,TDT10,TDT,2016-06-29 11:00:00,,,1.0,6501283,
CGARW,TDT1,TDT,2016-06-29 11:00:00,,,1.0,6501291,
CGARW,TDT2,TDT,2016-06-29 11:00:00,,,1.0,6501285,
CGARW,TDT3,TDT,2016-06-29 11:00:00,,,1.0,6501282,
CGARW,TDT4,TDT,2016-06-29 11:00:00,,,1.0,6501257,
CGARW,TDT5,TDT,2016-06-29 11:00:00,,,1.0,6501264,
CGARW,TDT6,TDT,2016-06-29 11:00:00,,,1.0,6501276,
CGARW,TDT7,TDT,2016-06-29 11:00:00,,,1.0,6501267,
CGARW,TDT9,TDT,2016-06-29 11:00:00,,,1.0,6501256,
CGARW,TDT8,TDT,2016-06-29 11:00:00,,,1.0,6501274,
CGARW,PLUVIO,PLUVIO2,2016-06-29 11:00:00,2019-06-11 00:00:00,,1.0,387940,Recovred due to possible noisy data
CGARW,CRNS,CRNS_2000,2016-06-29 11:00:00,,,1.0,HI-TC02-2054,
CGARW,HFP1,HFP01SC,2016-06-29 11:00:00,,,1.0,4372,
CGARW,PA,CS106,2016-06-29 11:00:00,2020-10-21 00:00:00,,1.0,K4840006,removed by CSL
CGARW,4CR,NR01,2016-06-29 11:00:00,2020-10-21 00:00:00,,1.0,2457,Removed by CSL
CHIMN,CRNS_BARE,CRNS_1000B_BARE,2013-10-02 13:30:00,2019-12-17 12:00:00,,1.0,HI-TC01-1005,
CHIMN,CRNS,CRNS_1000B,2013-10-02 13:30:00,2019-12-17 12:00:00,,1.0,HI-TC01-1002,
CHIMN,4CR,NR01,2013-10-02 13:30:00,2018-10-05 09:00:00,,1.0,1940,
CHIMN,AWS,METPAK,2013-10-02 13:30:00,2014-02-25 12:00:00,,1.0,13210004,
CHIMN,PLUVIO,PLUVIO2,2013-10-02 13:30:00,2020-02-12 00:00:00,,1.0,328999,
CHIMN,STP,STP,2013-10-02 13:30:00,,,1.0,2214,
CHIMN,TDT1,TDT,2013-10-02 13:30:00,,,1.0,6501042,
CHIMN,TDT2,TDT,2013-10-02 13:30:00,,,1.0,6501038,
CHIMN,IMKO1,IMKO,2013-10-02 13:30:00,2020-02-12 08:30:00,,1.0,35489,Removed during CSL PPM upgrade
CHIMN,IMKO3,IMKO,2013-10-02 13:30:00,2020-02-12 08:30:00,,1.0,35491,Removed during CSL PPM upgrade
CHIMN,HFP2,HFP01SC,2013-10-02 13:30:00,,,1.0,3237,
CHIMN,HFP1,HFP01SC,2013-10-02 13:30:00,,,1.0,3236,
CHOBH,HFP2,HFP01SC,2015-02-24 14:00:00,,,1.0,3659,
CHOBH,CRNS,CRNS_2000,2015-02-24 14:00:00,,,1.0,HI-TC02-2014,
CHOBH,HFP1,HFP01SC,2015-02-24 14:00:00,,,1.0,3658,
CHOBH,PLUVIO,PLUVIO2,2015-02-24 14:00:00,,,1.0,342193,
CHOBH,IMKO1,IMKO,2015-02-24 14:00:00,2019-11-27 00:00:00,,1.0,35913,Removed during PPM
CHOBH,IMKO3,IMKO,2015-02-24 14:00:00,2019-11-27 00:00:00,,1.0,35915,Removed during PPM
CHOBH,STP,STP,2015-02-24 14:00:00,2018-11-08 12:00:00,,1.0,2234,
CHOBH,TDT1,TDT,2015-02-24 14:00:00,,,1.0,6501050,
CHOBH,AWS_ANEM,WIND_ANEM,2015-02-24 14:00:00,2017-08-17 09:30:00,2.6,1.0,140315,
CHOBH,AWS,METPAK,2015-02-24 14:00:00,2020-10-14 00:00:00,,1.0,14040014,Removed byCSL at PPM
COCLP,CRNS,CRNS_2000,2014-11-21 14:30:00,2017-11-16 13:00:00,,1.0,HI-TC02-2027,
COCLP,HFP1,HFP01SC,2014-11-21 14:30:00,,,1.0,3603,
COCLP,HFP2,HFP01SC,2014-11-21 14:30:00,,,1.0,3604,
COCLP,4CR,NR01,2014-11-21 14:30:00,2019-10-31 10:30:00,,1.0,2156,
COCLP,PLUVIO,PLUVIO2,2014-11-21 14:30:00,2022-06-14 12:00:00,,1.0,342247,
COCLP,IMKO1,IMKO,2014-11-21 14:30:00,2018-01-31 12:00:00,,1.0,35959,Time of removal is approximate
COCLP,IMKO2,IMKO,2014-11-21 14:30:00,2018-01-31 12:00:00,,1.0,35960,Time of removal is approximate
COCLP,STP,STP,2014-11-21 14:30:00,,,1.0,2223,
COCLP,TDT1,TDT,2014-11-21 14:30:00,,,1.0,6501056,
COCLP,TDT2,TDT,2014-11-21 14:30:00,,,1.0,6501059,
COCLP,AWS_ANEM,WIND_ANEM,2014-11-21 14:30:00,2019-10-31 11:00:00,2.6,1.0,140314,
COCLP,AWS,METPAK,2014-11-21 14:30:00,2020-10-06 00:00:00,,1.0,14080003,
CRICH,CRNS,CRNS_2000,2014-12-02 15:00:00,,,1.0,HI-TC02-2015,
CRICH,HFP1,HFP01SC,2014-12-02 15:00:00,,,1.0,,
CRICH,4CR,NR01,2014-12-02 15:00:00,2019-09-03 00:00:00,,1.0,2157,Recovered for cal
CRICH,PLUVIO,PLUVIO2L,2014-12-02 15:00:00,,,1.0,340994,Pluvio 2L
CRICH,IMKO1,IMKO,2014-12-02 15:00:00,2019-09-03 00:00:00,,1.0,,Removed at PPM
CRICH,TDT1,TDT,2014-12-02 15:00:00,,,1.0,,
CRICH,TDT2,TDT,2014-12-02 15:00:00,,,1.0,,
CRICH,AWS_ANEM,WIND_ANEM,2014-12-02 15:00:00,2019-09-03 00:00:00,2.6,1.0,140317,Recovered due to drop outs
CRICH,AWS,METPAK,2014-12-02 15:00:00,2019-09-03 00:00:00,,1.0,14080002,Recovered for cal
EASTB,CRNS,CRNS_2000,2014-08-13 11:30:00,,,1.0,HI-TC02-2040,
EASTB,CRNS_SNOW,SNOWFOX,2014-08-13 11:30:00,,,1.0,HI-TC02-2033,
EASTB,PLUVIO,PLUVIO2,2014-08-13 11:30:00,,,1.0,342251,
EASTB,HFP1,HFP01SC,2014-08-13 11:30:00,,,1.0,3605,
EASTB,HFP2,HFP01SC,2014-08-13 11:30:00,,,1.0,3643,
EASTB,IMKO2,IMKO,2014-08-13 11:30:00,2019-10-29 12:00:00,,1.0,35878,Removed during CSL PPM
EASTB,SNOW_DEPTH,SR05A,2014-08-13 11:30:00,2016-11-15 12:00:00,,1.0,5692,
EASTB,STP,STP,2014-08-13 11:30:00,,,1.0,2226,
EASTB,TDT1,TDT,2014-08-13 11:30:00,2015-03-24 08:30:00,,1.0,6501064,TDTs unplugged due to fault interfering with COSMOS_MOD
EASTB,TDT2,TDT,2014-08-13 11:30:00,2015-03-24 08:30:00,,1.0,6501119,TDTs unplugged due to fault interfering with COSMOS_MOD
EASTB,AWS_ANEM,WIND_ANEM,2014-08-13 11:30:00,2021-08-25 09:00:00,2.6,1.0,140805,
ELMST,AWS_ANEM,WIND_ANEM,2016-08-11 15:30:00,2021-07-14 09:00:00,2.6,1.0,160907,
ELMST,4CR,NR01,2016-08-11 15:30:00,2021-07-14 09:00:00,,1.0,2456,
ELMST,PLUVIO,PLUVIO2,2016-08-11 15:30:00,2019-10-19 11:00:00,,1.0,358373,
ELMST,CRNS,CRNS_2000,2016-08-11 15:30:00,,,1.0,HI-TC02-1084,
ELMST,HFP1,HFP01SC,2016-08-11 15:30:00,,,1.0,4023,
ELMST,HFP2,HFP01SC,2016-08-11 15:30:00,,,1.0,4383,
ELMST,PA,CS106,2016-08-11 15:30:00,2020-08-05 00:00:00,,1.0,K4840002,
ELMST,HMP,HMP155,2016-08-11 15:30:00,2018-09-21 09:00:00,,1.0,L1320539,
ELMST,STP,STP,2016-08-11 15:30:00,,,1.0,2260,
ELMST,TDT1,TDT,2016-08-11 15:30:00,,,1.0,6504182,
ELMST,TDT10,TDT,2016-08-11 15:30:00,,,1.0,6503236,
ELMST,TDT2,TDT,2016-08-11 15:30:00,,,1.0,6503215,
ELMST,TDT3,TDT,2016-08-11 15:30:00,,,1.0,6503239,
ELMST,TDT4,TDT,2016-08-11 15:30:00,,,1.0,6504199,
ELMST,TDT5,TDT,2016-08-11 15:30:00,,,1.0,6503207,
ELMST,TDT6,TDT,2016-08-11 15:30:00,,,1.0,6504189,
ELMST,TDT7,TDT,2016-08-11 15:30:00,,,1.0,6503219,
ELMST,TDT8,TDT,2016-08-11 15:30:00,,,1.0,6503264,
ELMST,TDT9,TDT,2016-08-11 15:30:00,,,1.0,6503259,
EUSTN,AWS_ANEM,WIND_ANEM,2016-03-31 16:00:00,2021-04-29 12:00:00,2.6,1.0,160909,
EUSTN,TDT3,TDT,2016-03-31 16:00:00,,,1.0,6504069,
EUSTN,TDT4,TDT,2016-03-31 16:00:00,,,1.0,6504059,
EUSTN,TDT5,TDT,2016-03-31 16:00:00,,,1.0,6504057,
EUSTN,TDT6,TDT,2016-03-31 16:00:00,,,1.0,6504067,
EUSTN,TDT7,TDT,2016-03-31 16:00:00,,,1.0,6504068,
EUSTN,TDT8,TDT,2016-03-31 16:00:00,2021-09-08 10:00:00,,1.0,6504062,JA removed on RM
EUSTN,TDT9,TDT,2016-03-31 16:00:00,,,1.0,6504071,Installed in bedrock. Data from this sensor is not representative of soil.
EUSTN,HFP1,HFP01SC,2016-03-31 16:00:00,,,1.0,4014,
EUSTN,HFP2,HFP01SC,2016-03-31 16:00:00,,,1.0,4378,
EUSTN,PA,CS106,2016-03-31 16:00:00,2019-09-25 00:00:00,,1.0,L1520472,Replaced during PPM
EUSTN,HMP,HMP155,2016-03-31 16:00:00,2018-09-20 09:00:00,,1.0,L1320537,
EUSTN,STP,STP,2016-03-31 16:00:00,,,1.0,2266,
EUSTN,TDT1,TDT,2016-03-31 16:00:00,,,1.0,6501272,
EUSTN,TDT10,TDT,2016-03-31 16:00:00,2021-09-08 10:00:00,,1.0,6504078,Installed in bedrock. Data from this sensor is not representative of soil.
EUSTN,PLUVIO,PLUVIO2,2016-03-31 16:00:00,2019-11-20 08:27:00,,1.0,387937,
EUSTN,4CR,NR01,2016-03-31 16:00:00,2021-04-29 12:00:00,,1.0,2453,
GISBN,CRNS_SNOW,SNOWFOX,2014-08-15 12:00:00,,,1.0,HI-TC02-2035,
GISBN,CRNS,CRNS_2000,2014-08-15 12:00:00,,,1.0,HI-TC02-2036,
GISBN,HFP2,HFP01SC,2014-08-15 12:00:00,,,1.0,3610,
GISBN,HFP1,HFP01SC,2014-08-15 12:00:00,,,1.0,3609,
GISBN,4CR,NR01,2014-08-15 12:00:00,2018-12-18 12:00:00,,1.0,2152,
GISBN,IMKO1,IMKO,2014-08-15 12:00:00,2015-11-18 14:00:00,,1.0,36361,Removed due to flooded access tube
GISBN,IMKO2,IMKO,2014-08-15 12:00:00,2015-11-18 14:00:00,,1.0,36362,Removed due to flooded access tube
GISBN,IMKO3,IMKO,2014-08-15 12:00:00,2015-11-18 14:00:00,,1.0,36363,Removed due to flooded access tube
GISBN,SNOW_DEPTH,SR05A,2014-08-15 12:00:00,2017-01-31 11:00:00,,1.0,5694,
GISBN,STP,STP,2014-08-15 12:00:00,2021-05-19 09:00:00,,1.0,2239,
GISBN,TDT1,TDT,2014-08-15 12:00:00,,,1.0,6501083,
GISBN,AWS_ANEM,WIND_ANEM,2014-08-15 12:00:00,2019-08-29 12:38:00,2.6,1.0,140803,Removed by MC during RM due to intermittent fault
GISBN,AWS,METPAK,2014-08-15 12:00:00,2019-12-04 10:00:00,,1.0,14040021,
GISBN,PLUVIO,PLUVIO2,2014-08-15 12:00:00,,,1.0,342249,
GISBN,TDT2,TDT,2014-08-15 12:00:00,,,1.0,6501085,
GLENS,SNOW_DEPTH,SR05A,2014-05-14 11:30:00,2016-04-06 14:30:00,,1.0,5689,
GLENS,AWS_ANEM,WIND_ANEM,2014-05-14 11:30:00,2015-09-01 08:00:00,2.6,1.0,140809,
GLENS,CRNS,CRNS_2000,2014-05-14 11:30:00,,,1.0,HI-TC02-2020,
GLENS,HFP1,HFP01SC,2014-05-14 11:30:00,,,1.0,3601,
GLENS,HFP2,HFP01SC,2014-05-14 11:30:00,,,1.0,3602,
GLENS,4CR,NR01,2014-05-14 11:30:00,2018-07-03 10:30:00,,1.0,2147,
GLENS,IMKO1,IMKO,2014-05-14 11:30:00,2019-08-27 00:00:00,,1.0,36152,Removed at PPM
GLENS,IMKO3,IMKO,2014-05-14 11:30:00,2019-08-27 00:00:00,,1.0,36154,Removed at PPM
GLENS,IMKO2,IMKO,2014-05-14 11:30:00,2019-08-27 00:00:00,,1.0,36153,Removed at PPM
GLENS,AWS,METPAK,2014-05-14 11:30:00,2019-08-27 00:00:00,,1.0,14080006,Replaced at PPM
GLENS,STP,STP,2014-05-14 11:30:00,,,1.0,2228,
GLENS,TDT1,TDT,2014-05-14 11:30:00,2021-09-21 09:00:00,,1.0,6501122,
GLENS,TDT2,TDT,2014-05-14 11:30:00,,,1.0,6503323,
GLENS,CRNS_SNOW,SNOWFOX,2014-05-14 11:30:00,,,1.0,HI-TC02-2031,
GLENS,PLUVIO,PLUVIO2,2014-05-14 11:30:00,2017-02-01 10:00:00,,1.0,342191,
GLENW,CRNS,CRNS_2000,2016-06-15 15:00:00,,,1.0,HI-TC02-1083,
GLENW,PLUVIO,PLUVIO2,2016-06-15 15:00:00,,,1.0,358378,
GLENW,HFP1,HFP01SC,2016-06-15 15:00:00,2018-11-14 13:00:00,,1.0,4022,
GLENW,HFP2,HFP01SC,2016-06-15 15:00:00,,,1.0,4386,
GLENW,4CR,NR01,2016-06-15 15:00:00,2020-09-30 00:00:00,,1.0,2459,
GLENW,PA,CS106,2016-06-15 15:00:00,2019-08-22 00:00:00,,1.0,K4840005,Replaced during CSL PPM
MOORH,HFP1,HFP01SC,2014-12-04 11:30:00,,,1.0,3627,
MOORH,TDT1,TDT,2014-12-04 11:30:00,,,1.0,6501073,
MOORH,IMKO2,IMKO,2014-12-04 11:30:00,2015-11-05 11:00:00,,1.0,36159,Removed due to flooded access tube
GLENW,STP,STP,2016-06-15 15:00:00,,,1.0,2251,
MOORH,IMKO3,IMKO,2014-12-04 11:30:00,2015-11-05 11:00:00,,1.0,36160,Removed due to flooded access tube
GLENW,TDT10,TDT,2016-06-15 15:00:00,,,1.0,6503246,
PORTN,HFP1,HFP01SC,2014-12-18 10:30:00,2017-04-27 08:30:00,,1.0,3629,
GLENW,TDT3,TDT,2016-06-15 15:00:00,,,1.0,6504113,
GLENW,TDT4,TDT,2016-06-15 15:00:00,,,1.0,6504114,
GLENW,TDT5,TDT,2016-06-15 15:00:00,,,1.0,6504116,
GLENW,TDT6,TDT,2016-06-15 15:00:00,,,1.0,6504100,
GLENW,TDT7,TDT,2016-06-15 15:00:00,,,1.0,6504101,
GLENW,TDT8,TDT,2016-06-15 15:00:00,,,1.0,6503213,
GLENW,TDT9,TDT,2016-06-15 15:00:00,,,1.0,6503235,
GLENW,AWS_ANEM,WIND_ANEM,2016-06-15 15:00:00,2021-08-05 09:00:00,2.6,1.0,160908,
GLENW,HMP,HMP155,2016-06-15 15:00:00,2019-08-22 00:00:00,,1.0,L1320538,Replaced during CSL PPM
PORTN,IMKO2,IMKO,2014-12-18 10:30:00,2020-01-28 00:00:00,,1.0,36365,
GLENW,TDT1,TDT,2016-06-15 15:00:00,,,1.0,6504111,
GLENW,TDT2,TDT,2016-06-15 15:00:00,,,1.0,6504109,
PORTN,IMKO3,IMKO,2014-12-18 10:30:00,2020-01-28 00:00:00,,1.0,36366,
CRICH,HFP2,HFP01SC,2014-12-02 15:00:00,,,1.0,,
CRICH,IMKO2,IMKO,2014-12-02 15:00:00,2019-09-03 00:00:00,,1.0,,Removed at PPM
HADLW,CRNS,CRNS_2000,2016-10-27 14:30:00,,,1.0,HI-TC02-1079,
CRICH,IMKO3,IMKO,2014-12-02 15:00:00,2019-09-03 00:00:00,,1.0,,Removed at PPM
HADLW,HFP1,HFP01SC,2016-10-27 14:30:00,,,1.0,3966,
HADLW,HFP2,HFP01SC,2016-10-27 14:30:00,,,1.0,4382,
HADLW,4CR,NR01,2016-10-27 14:30:00,2020-11-18 00:00:00,,1.0,2312,
HADLW,PA,CS106,2016-10-27 14:30:00,2019-11-21 00:00:00,,1.0,K442012,PPM
HADLW,PLUVIO,PLUVIO2,2016-10-27 14:30:00,,,1.0,358380,
HADLW,HMP,HMP155,2016-10-27 14:30:00,2019-03-22 00:00:00,,1.0,L1320541,
HADLW,STP,STP,2016-10-27 14:30:00,,,1.0,2259,
HADLW,TDT1,TDT,2016-10-27 14:30:00,,,1.0,6504194,
HADLW,TDT10,TDT,2016-10-27 14:30:00,,,1.0,6504198,
HADLW,TDT2,TDT,2016-10-27 14:30:00,,,1.0,6504181,
HADLW,TDT3,TDT,2016-10-27 14:30:00,,,1.0,6503241,
HADLW,TDT4,TDT,2016-10-27 14:30:00,,,1.0,6503232,
HADLW,TDT5,TDT,2016-10-27 14:30:00,,,1.0,6503208,
HADLW,TDT6,TDT,2016-10-27 14:30:00,,,1.0,6503209,
HADLW,TDT7,TDT,2016-10-27 14:30:00,,,1.0,6503230,
HADLW,TDT8,TDT,2016-10-27 14:30:00,,,1.0,6503242,
HADLW,TDT9,TDT,2016-10-27 14:30:00,,,1.0,6503254,
HADLW,AWS_ANEM,WIND_ANEM,2016-10-27 14:30:00,2021-07-21 09:00:00,2.6,1.0,160906,
HARTW,CRNS,CRNS_2000,2014-05-20 13:30:00,,,1.0,HI-TC02-2017,
HARTW,HFP2,HFP01SC,2014-05-20 13:30:00,,,1.0,3670,
HARTW,HFP1,HFP01SC,2014-05-20 13:30:00,,,1.0,3669,
HARTW,4CR,NR01,2014-05-20 13:30:00,2018-07-06 08:30:00,,1.0,2134,
HARTW,AWS,METPAK,2014-05-20 13:30:00,2019-08-30 00:00:00,,1.0,14040016,
HARTW,IMKO1,IMKO,2014-05-20 13:30:00,2019-08-30 00:00:00,,1.0,35868,Removed at PPM
HARTW,IMKO2,IMKO,2014-05-20 13:30:00,2019-08-30 00:00:00,,1.0,35869,Removed at PPM
HARTW,IMKO3,IMKO,2014-05-20 13:30:00,2019-08-30 00:00:00,,1.0,35870,Removed at PPM
HARTW,STP,STP,2014-05-20 13:30:00,,,1.0,2220,
HARTW,TDT1,TDT,2014-05-20 13:30:00,2017-01-17 09:30:00,,1.0,6501082,
HARTW,TDT2,TDT,2014-05-20 13:30:00,,,1.0,6501081,
HARTW,AWS_ANEM,WIND_ANEM,2014-05-20 13:30:00,2018-03-29 10:00:00,2.6,1.0,140301,
HARWD,CRNS,CRNS_2000,2015-05-22 12:00:00,2022-06-28 12:00:00,,1.0,HI-TC02-2023,Decommissioned
HARWD,4CR,NR01,2015-05-22 12:00:00,2020-12-09 00:00:00,,1.0,2158,
HARWD,PLUVIO,PLUVIO2,2015-05-22 12:00:00,2021-09-15 09:00:00,,1.0,342194,
HARWD,IMKO1,IMKO,2015-05-22 12:00:00,2018-12-19 13:00:00,,1.0,35901,
